id;type;text;correct_answer;choice_2;choice_3;choice_4;passage_id;qtype
25168;passage;Sofia part pique-niquer à la campagne un dimanche ensoleillé, avec toute sa famille. Ils installent une grande nappe à carreaux à l'ombre d'un vieux chêne. L'herbe est fraîche et douce sous leurs pieds. Sofia croque avec plaisir dans un sandwich au fromage préparé par sa maman. Elle trouve qu'il a un goût délicieux. Sa maman découpe ensuite une pastèque bien sucrée en tranches épaisses. Chacun en prend un morceau bien juteux. Non loin de la, des vaches broutent tranquillement dans un pré entouré de fleurs. Sofia les observe un long moment. Elle s'amuse ensuite à courir après des papillons multicolores. Ils volent au-dessus de l'herbe, insaisissables et légers. Son papa sort sa guitare et joue quelques airs joyeux. Toute la famille chante en tapant dans les mains. Fatiguée par sa journée, Sofia finit par s'endormir paisiblement dans l'herbe tendre, bercée par la musique.;;;;;;
25169;question;Quel jour Sofia pique-nique-t-elle ?;un dimanche ensoleillé;un lundi pluvieux;un jour de neige;un soir d'hiver;25168;L
25170;question;Où installent-ils la nappe ?;à l'ombre d'un vieux chêne;en plein soleil;sous une tente;au bord de l'eau;25168;L
25171;question;Que mange Sofia avec plaisir ?;un sandwich au fromage;une pizza;une soupe froide;un gâteau;25168;L
25172;question;Que découpe la maman de Sofia ensuite ?;une pastèque;une pomme;un melon vert;une orange;25168;L
25173;question;Comment est la pastèque ?;bien sucrée;un peu acide;pas encore mure;trop dure;25168;L
25174;question;Que font les vaches non loin de la ?;elles broutent tranquillement;elles courent partout;elles dorment;elles boivent dans une rivière;25168;L
25175;question;À quoi Sofia s'amuse-t-elle ?;courir après des papillons;sauter à la corde;jouer au ballon;construire un château;25168;L
25176;question;Comment sont les papillons ?;multicolores;tout noirs;tout blancs;invisibles;25168;L
25177;question;Que sort le papa de Sofia ?;sa guitare;un ballon;un livre;un appareil photo;25168;L
25178;question;Que fait toute la famille pendant que le papa joue ?;elle chante en tapant dans les mains;elle reste silencieuse;elle danse debout;elle range le pique-nique;25168;L
25179;question;Où Sofia s'endort-elle ?;dans l'herbe;dans la voiture;sur un banc;dans sa chambre;25168;L
25180;question;Comment est l'herbe sous leurs pieds ?;fraîche et douce;sèche et piquante;boueuse;recouverte de sable;25168;L
25181;question;Que veut dire 'paisiblement' dans le texte ?;calmement, sans agitation;brutalement;rapidement, en courant;avec de la peur;25168;V
25182;question;Que veut dire 'entoure' dans le texte ?;se trouve tout autour;est loin de;est caché sous;est au-dessus de;25168;V
25183;question;Que veut dire 'insaisissables' dans le texte, à propos des papillons ?;difficiles à attraper;faciles à attraper;invisibles;dangereux;25168;V
25184;question;Que veut dire 'juteux' dans le texte ?;plein de jus;sec et dur;amer;froid;25168;V
25185;question;Pourquoi Sofia s'endort-elle à la fin de la journée ?;elle est fatiguée par une journée active et agréable;elle est malade;elle s'ennuie beaucoup;il fait très froid dehors;25168;I
25186;question;Qu'est-ce qui montre que la famille de Sofia passe un bon moment ensemble ?;chacun profite du pique-nique et de la musique;ils se disputent pour la nourriture;ils veulent rentrer très vite;personne ne parle pendant le repas;25168;I
25187;question;Pourquoi les papillons sont-ils qualifies d''insaisissables' dans le texte ?;ils volent vite et changent sans cesse de direction;ils sont trop gros à attraper;Sofia ne veut pas vraiment les attraper;ils restent immobiles au sol;25168;I
25188;question;Que peut-on déduire de cette journée en famille ?;c'est un moment simple mais très agréable pour tous;c'est une journée ratée pour la famille;personne n'apprécie vraiment le pique-nique;la famille préfère rester à la maison;25168;I
25189;passage;Elias se rend à la plage avec son cerf-volant rouge et jaune tout neuf. Il a hâte de le faire voler. Ce jour-là, un vent fort souffle depuis la mer. C'est une condition idéale pour faire voler un cerf-volant. Elias court sur le sable en tenant fermement la ficelle tendue. Le sable chaud lui chatouille les pieds. Peu à peu, le cerf-volant s'élève et monte très haut dans le ciel bleu. Il ondule doucement au gré du vent. Sa soeur applaudit et l'encourage depuis sa serviette de plage. Elle prend même quelques photos avec son appareil. Un petit chien noir court joyeusement autour d'eux en aboyant. Il semble vouloir attraper le cerf-volant lui aussi. Malgré les rafales qui secouent parfois le cerf-volant, Elias maintient fermement la ficelle. Il n'a pas peur de le perdre. Quand il rentre chez lui, les bras un peu fatigués, Elias est extrêmement fier de son exploit. Il a hâte de recommencer.;;;;;;
25190;question;Où Elias se rend-il avec son cerf-volant ?;à la plage;au parc;en montagne;dans son jardin;25189;L
25191;question;De quelles couleurs est le cerf-volant ?;rouge et jaune;bleu et blanc;vert et noir;rose et violet;25189;L
25192;question;Comment est le vent ce jour-là ?;fort;très faible;absent;glacial;25189;L
25193;question;Que fait Elias sur le sable ?;il court en tenant la ficelle;il marche lentement;il s'assoit;il construit un château;25189;L
25194;question;Que fait le cerf-volant peu à peu ?;il s'élève très haut;il reste au sol;il tombe dans l'eau;il se déchire;25189;L
25195;question;Qui applaudit Elias ?;sa soeur;son papa;sa mamie;sa maîtresse;25189;L
25196;question;Que fait la soeur d'Elias en plus d'applaudir ?;elle prend des photos;elle repart tout de suite;elle dort;elle joue avec le chien;25189;L
25197;question;Quel animal court autour d'eux ?;un petit chien noir;un chat;un oiseau;un crabe;25189;L
25198;question;Que semble vouloir faire le chien ?;attraper le cerf-volant;mordre Elias;s'enfuir très loin;manger le sable;25189;L
25199;question;Que fait Elias malgré les rafales ?;il maintient fermement la ficelle;il lâche le cerf-volant;il rentre tout de suite;il pleure;25189;L
25200;question;Comment Elias se sent-il en rentrant chez lui ?;extrêmement fier;déçu;fatigué et triste;indifférent;25189;L
25201;question;Comment sont les bras d'Elias en rentrant ?;un peu fatigués;totalement reposés;blesses;engourdis par le froid;25189;L
25202;question;Que veut dire 'rafales' dans le texte ?;des coups de vent soudains et forts;des vagues;des nuages noirs;des bruits forts;25189;V
25203;question;Que veut dire 'exploit' dans le texte ?;une réussite dont on est fier;un échec;une erreur;un accident;25189;V
25204;question;Que veut dire 'ondule' dans le texte ?;bouge doucement de haut en bas;reste parfaitement immobile;tombe brusquement;disparaît;25189;V
25205;question;Que veut dire 'au gré du vent' dans le texte ?;en suivant les mouvements du vent;en s'y opposant;sans lien avec le vent;malgré l'absence de vent;25189;V
25206;question;Pourquoi Elias tient-il si fermement la ficelle ?;pour que le vent ne lui arrache pas le cerf-volant;parce que la ficelle est fragile;pour impressionner sa soeur;parce qu'il a peur du chien;25189;I
25207;question;Qu'est-ce qui montre que la sortie est une réussite pour Elias ?;il rentre extrêmement fier de lui;il perd son cerf-volant à la fin;il pleure en rentrant;il ne veut plus jamais recommencer;25189;I
25208;question;Pourquoi ce jour est-il particulièrement propice au cerf-volant ?;le vent fort permet au cerf-volant de bien voler;il n'y à pas de vent du tout;la plage est vidé ce jour-là;le sable est particulièrement chaud;25189;I
25209;question;Que peut-on déduire du lien entre Elias et sa soeur ?;elle le soutient et partage ce moment avec lui;elle est indifférente à son activité;elle se moque de lui;elle préfère rester loin de la plage;25189;I
25210;passage;Greta accompagne son papi en forêt pour cueillir des champignons, un matin d'automne brumeux. Elle porte un panier en osier accroche à son bras. La brume donne à la forêt un air mystérieux. Papi lui explique comment reconnaître les bons champignons des mauvais. Il faut regarder la couleur et la forme du chapeau. Sous un vieux chêne, Greta découvre un énorme cèpe cache dans les feuilles mortes. Elle appelle papi tout excitée. Un oiseau chante quelque part au-dessus d'eux. Ils avancent lentement entre les arbres, l'oreille attentive. Greta ramasse aussi plusieurs châtaignes tombées au sol, encore dans leur bogue piquante. Elle fait attention à ne pas se piquer. Au fil de la promenade, son panier devient de plus en plus lourd. Greta commence à sentir ses bras fatiguer un peu. De retour à la maison, elle est très fière de montrer sa récolte à toute la famille. Chacun admire le gros cèpe.;;;;;;
25211;question;Où Greta va-t-elle avec son papi ?;en forêt;au marche;au jardin;à la plage;25210;L
25212;question;Quand se passe cette sortie ?;un matin d'automne;un soir d'été;en plein hiver;au printemps;25210;L
25213;question;Que porte Greta ?;un panier en osier;un sac à dos;une boite en carton;un seau;25210;L
25214;question;À quoi faut-il faire attention pour reconnaître un champignon ?;sa couleur et sa forme;son odeur uniquement;sa taille uniquement;l'endroit où il pousse uniquement;25210;L
25215;question;Où Greta trouve-t-elle un énorme cèpe ?;sous un vieux chêne;près d'un ruisseau;dans l'herbe;sur un rocher;25210;L
25216;question;Comment Greta appelle-t-elle papi après sa découverte ?;toute excitée;avec indifférence;en pleurant;en chuchotant à peine;25210;L
25217;question;Que ramasse aussi Greta ?;des châtaignes;des noisettes;des glands;des champignons vénéneux;25210;L
25218;question;À quoi Greta fait-elle attention avec les châtaignes ?;ne pas se piquer;ne pas les écraser;ne pas les perdre;ne pas les manger crues;25210;L
25219;question;Que devient le panier au fil de la promenade ?;de plus en plus lourd;de plus en plus léger;vide;casse;25210;L
25220;question;Que ressent Greta à cause du poids du panier ?;ses bras fatiguent un peu;elle a très mal au dos;elle ne ressent rien;elle doit poser le panier;25210;L
25221;question;Que fait Greta en rentrant à la maison ?;elle montre sa récolte;elle cache le panier;elle jette les champignons;elle repart aussitôt;25210;L
25222;question;Que fait la famille en voyant le cèpe ?;elle l'admire;elle n'y prête pas attention;elle le trouve trop petit;elle demande à le jeter;25210;L
25223;question;Que veut dire 'brumeux' dans le texte ?;couvert d'une légère brume;très ensoleillé;glacial;venteux;25210;V
25224;question;Que veut dire 'récolte' dans le texte ?;ce qu'on a ramassé ou cueilli;un repas complet;un jeu;une promenade;25210;V
25225;question;Que veut dire 'mystérieux' dans le texte, à propos de la forêt ?;qui semble cacher des secrets, intriguant;parfaitement clair et connu;très bruyant;dangereux et hostile;25210;V
25226;question;Que veut dire 'bogue' dans le texte ?;l'enveloppe piquante autour d'une châtaigne;le tronc d'un arbre;une petite racine;un type de champignon;25210;V
25227;question;Pourquoi papi explique-t-il à Greta comment reconnaître les champignons ?;pour qu'elle ne ramasse pas de champignons dangereux;pour qu'elle apprenne à cuisiner;pour qu'elle devienne jardinière;pour l'occuper pendant la promenade;25210;I
25228;question;Qu'est-ce qui montre que la cueillette a été une réussite ?;le panier devient lourd et Greta est fière;Greta rentre les mains vides;papi est déçu du résultat;Greta ne trouve rien du tout;25210;I
25229;question;Pourquoi la brume donne-t-elle un air mystérieux à la forêt ?;elle cache une partie du paysage et crée une atmosphère particulière;elle rend la forêt plus claire;elle fait fuir tous les animaux;elle empêche totalement d'avancer;25210;I
25230;question;Que peut-on déduire de la relation entre Greta et son papi ?;ils partagent un moment complice autour d'une activité commune;ils ne s'entendent pas très bien;papi s'ennuie pendant la sortie;Greta préfère être seule;25210;I
25231;passage;Oskar se réveille un matin et découvre un épais tapis de neige blanche recouvrant le jardin. Il n'en revient pas. Tout excite, il enfile rapidement ses bottes fourrées et son gros bonnet de laine. Il ne veut pas perdre une minute. Dehors, Oskar et son frère fabriquent des boules de neige bien compactes. Ils se préparent à une bataille amicale. Ensuite, ils grimpent sur une petite pente proche de la maison. Ils glissent en riant jusqu'en bas, encore et encore. Un merle rouge se pose sur une branche couverte de givre, juste au-dessus d'eux. Il les observe avec curiosité. Après un moment, Oskar sent ses mains devenir toutes rouges de froid malgré ses gants. Il souffle dessus pour les réchauffer. Sa maman lui prépare alors un grand bol de chocolat chaud dès qu'il rentre. La chaleur du bol lui fait beaucoup de bien. Oskar termine cette journée enneigée complètement ravi. Il espère déjà qu'il neigera encore demain.;;;;;;
25232;question;Que découvre Oskar en se réveillant ?;un tapis de neige blanche;de la pluie;un jardin fleuri;du brouillard;25231;L
25233;question;Comment Oskar se sent-il en voyant la neige ?;tout excité;indifférent;en colère;fatigué;25231;L
25234;question;Que met Oskar avant de sortir ?;des bottes fourrées et un bonnet;un maillot de bain;des sandales;une casquette;25231;L
25235;question;Avec qui Oskar joue-t-il dehors ?;son frère;sa mamie;sa classe;son chien;25231;L
25236;question;À quoi se préparent Oskar et son frère avec leurs boules de neige ?;une bataille amicale;un concours de sculpture;un jeu de cache-cache;rien de précis;25231;L
